date,song,artist,region,rank,views,likes,genre
2023-06-11,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,11,1274895951,60881450,Indie
2023-06-11,obsessed,riar saab / abhijay sharma,India,103,883643447,36999617,Indie
2023-06-11,kya loge tum,bpraak,India,132,342601130,16344955,Classical
2023-06-11,shree hanuman chalisa,hariharan,India,124,769933392,23471424,Indie
2023-06-11,maan meri jaan,king,India,188,352857422,11715209,Indie
2023-06-11,"ram sita ram (from ""adipurush"")","karthik, sachet tandon & parampara tandon",India,127,359731549,13059659,Classical
2023-06-11,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,48,476325704,21016182,Indian
2023-06-11,malang sajna,sachet tandon & parampara tando,India,43,53961288925,1684203544,Punjabi
2023-06-11,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,143,1598023980,54094342,Indie
2023-06-11,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,187,382352251,16013808,Indian
2023-06-11,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,16,383582013,15380161,Indian
2023-06-11,rajaji ke dilwa,pawan singh & shivani singh,India,26,3165734599,123756432,Indian
2023-06-11,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,82,654100565,24826931,Indian
2023-06-11,perfume lagawe chunni mein,lovekush dungri,India,164,188366278,6047736,Punjabi
2023-06-11,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,94,999265129,41578569,Classical
2023-06-11,chulhi me jhok di,shivani singh,India,196,278484804,9444632,Indie
2023-06-11,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,139,60090333,2394772,Punjabi
2023-06-11,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,116,55099012,2538003,Punjabi
2023-06-11,still rollin,shubh,India,116,993015037,45410892,Classical
2023-06-11,thaa,varinder brar,India,104,678574917,21618090,Classical
2023-06-11,295,sidhu moose wala,India,186,981993202,32688115,Classical
2023-06-11,kahani suno 2.0,kaifi khalil,India,93,325695800,13815675,Classical
2023-06-11,cheques,shubh,India,94,807585053,32713555,Classical
2023-06-04,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,165,329076801,14876908,Indie
2023-06-04,kya loge tum,bpraak,India,149,586095642,19928542,Punjabi
2023-06-04,"ram siya ram (from ""adipurush"")",sachet tandon & parampara tando,India,38,275742186,13426178,Indian
2023-06-04,shree hanuman chalisa,hariharan,India,169,8519026840,283443290,Indie
2023-06-04,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,100,946606645,33807392,Indie
2023-06-04,maan meri jaan,king,India,175,279750967,10617667,Punjabi
2023-06-04,"zihaal e miskin (from ""javed - mohsin's zihaal-e-miskin"")",vishal mishra & shreya ghoshal,India,155,10326894540,381068059,Punjabi
2023-06-04,obsessed,riar saab / abhijay sharma,India,161,913023988,34828381,Indie
2023-06-04,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,55,711636547,26628367,Classical
2023-06-04,malang sajna,sachet tandon & parampara tando,India,25,2904768554,139013236,Indie
2023-06-04,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,97,267504501,10877099,Classical
2023-06-04,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,7,175148336,14197194,Hip-Hop
2023-06-04,"tere vaaste (from ""zara hatke zara bachke"")","varun jain, schin-jigar, shadab faridi & altamash faridi",India,74,513332713,23875811,Indian
2023-06-04,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,167,905943326,35106914,Classical
2023-06-04,"tum saath ho (from ""tamasha"")",alka yagnik & arijit singh,India,13,3181972068,151491566,Indian
2023-06-04,chulhi me jhok di,shivani singh,India,120,193695372,7475158,Classical
2023-06-04,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,83,426022928,20044162,Indian
2023-06-04,dhani ho sab dhan,pawan singh & shivani singh,India,173,500515902,23449115,Punjabi
2023-06-04,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,125,225793364,11022872,Indie
2023-06-04,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,98,312150318,11174076,Classical
2023-06-04,perfume lagawe chunni mein,lovekush dungri,India,6,1043116543,79533616,Pop
2023-06-04,calm down,rema & selena gomez,India,81,613901258,22566575,Indian
2023-06-04,kahani suno 2.0,kaifi khalil,India,61,641702550,31134688,Classical
2023-06-04,cupid,fifty fifty,India,148,702547515,32989453,Indie
2023-06-04,thaa,varinder brar,India,64,23467235,806070,Punjabi
2023-05-28,kya loge tum,bpraak,India,121,704165509,33396273,Indian
2023-05-28,shree hanuman chalisa,hariharan,India,145,102317250,3916807,Classical
2023-05-28,maan meri jaan,king,India,170,139096858,5821747,Indian
2023-05-28,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,35,1932102697,61299814,Indie
2023-05-28,"jai shri ram (from ""adipurush"")",various artists,India,199,534530089,19310270,Indian
2023-05-28,"phir aur kya chahiye (from ""zara hatke zra bachke"")",arijit singh & sachin-jigar,India,178,503500785,22507215,Classical
2023-05-28,malang sajna,sachet tandon & parampara tando,India,19,275601940,10891063,Punjabi
2023-05-28,"tere hawaale (from ""laal singh chaddha"")",arijit singh & shilpa rao,India,16,152453955,5875425,Punjabi
2023-05-28,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,32,65547396744,2542282040,Punjabi
2023-05-28,obsessed,riar saab / abhijay sharma,India,102,606964537,22138609,Punjabi
2023-05-28,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,92,785811075,35268633,Indian
2023-05-28,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,73,187963543,9275940,Indian
2023-05-28,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,130,916884419,34264544,Indie
2023-05-28,kahani suno 2.0,kaifi khalil,India,17,1179797963,56544343,Indian
2023-05-28,dhani ho sab dhan,pawan singh & shivani singh,India,5,9210364261,768014746,EDM
2023-05-28,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,37,12009325,512062,Punjabi
2023-05-28,haath varthi,mc stan & kshmr,India,16,1731926822,53057858,Punjabi
2023-05-28,cupid,fifty fifty,India,35,3751687364,180387092,Punjabi
2023-05-28,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,90,452278364,19537845,Classical
2023-05-28,chulhi me jhok di,shivani singh,India,75,12129963,596966,Indie
2023-05-28,thaa,varinder brar,India,186,337421334,12825421,Classical
2023-05-28,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,42,1964497821,70399192,Indian
2023-05-28,"tum saath ho (from ""tamasha"")",alka yagnik & arijit singh,India,194,465848227,22356708,Classical
2023-05-28,calm down,rema & selena gomez,India,153,649779255,29190978,Indie
2023-05-28,perfume lagawe chunni mein,lovekush dungri,India,154,613850069,30348649,Classical
2023-05-21,shree hanuman chalisa,hariharan,India,71,858369962,34575042,Punjabi
2023-05-21,maan meri jaan,king,India,81,320362779,14689515,Indian
2023-05-21,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,135,503325374,24774047,Classical
2023-05-21,haath varthi,mc stan & kshmr,India,19,1297248662,62941195,Classical
2023-05-21,malang sajna,sachet tandon & parampara tando,India,40,2449671813,76421071,Punjabi
2023-05-21,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,190,996015297,43165808,Classical
2023-05-21,panchayat,tuntun yadav & prabha raj,India,62,404516448,12354924,Indie
2023-05-21,kya loge tum,bpraak,India,59,18964115160,632654459,Classical
2023-05-21,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,81,30519761,1448920,Punjabi
2023-05-21,dhani ho sab dhan,pawan singh & shivani singh,India,136,666506107,22773518,Classical
2023-05-21,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,194,810235172,35502330,Indie
2023-05-21,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,9,3593882634,341419554,Pop
2023-05-21,chulhi me jhok di,shivani singh,India,4,5622714816,441930435,Hip-Hop
2023-05-21,kahani suno 2.0,kaifi khalil,India,148,230639199,11182918,Indian
2023-05-21,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,152,82200757,3801715,Classical
2023-05-21,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,46,2294122984,92153886,Punjabi
2023-05-21,cupid,fifty fifty,India,68,8397816820,360905469,Indie
2023-05-21,thaa,varinder brar,India,147,606579289,20717734,Classical
2023-05-21,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,114,268497810,11719788,Indie
2023-05-21,"mastaaru mastaaru (from ""sir"")",shweta mohan,India,139,13874864,597663,Indian
2023-05-21,perfume lagawe chunni mein,lovekush dungri,India,70,260109051,10941179,Indian
2023-05-21,"tum saath ho (from ""tamasha"")",alka yagnik & arijit singh,India,135,364631555,17668726,Punjabi
2023-05-21,calm down,rema & selena gomez,India,77,582074138,19157125,Classical
2023-05-21,"jhoome jo pathaan (from ""pathaan"")","arijit singh, sukriti kakar, vishal & sheykhar",India,40,1640965737,56001337,Punjabi
2023-05-21,pardesi pardesi,"alka yagnik, udit narayan & sapna awasthi",India,123,962438535,45332959,Classical
2023-05-14,shree hanuman chalisa,hariharan,India,66,670648138,31803679,Indie
2023-05-14,maan meri jaan,king,India,177,585715975,20301264,Indian
2023-05-14,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,150,761842205,33568792,Punjabi
2023-05-14,malang sajna,sachet tandon & parampara tando,India,53,455780656,20271054,Classical
2023-05-14,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,16,330332983,10097051,Classical
2023-05-14,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,7,55113660,3878000,Hip-Hop
2023-05-14,dhani ho sab dhan,pawan singh & shivani singh,India,140,263181307,9328701,Indie
2023-05-14,thaa,varinder brar,India,94,871665911,38984241,Classical
2023-05-14,rajaji ke dilwa,pawan singh & shivani singh,India,192,954912709,38975935,Classical
2023-05-14,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,170,99508013,3338107,Indie
2023-05-14,ae chunmuniya,khesari lal yadav & shilpi raj,India,7,8159588052,717836613,EDM
2023-05-14,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,61,426354265,19175830,Punjabi
2023-05-14,"tum tum (from ""enemy - tamil"")","sri vardhini , aditi, satya yamini, roshini & tejaswini",India,57,236092883,8715156,Indie
2023-05-14,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,28,1682187504,80901232,Classical
2023-05-14,kahani suno 2.0,kaifi khalil,India,54,516079727,18715159,Punjabi
2023-05-14,chulhi me jhok di,shivani singh,India,9,1417659422,125343131,Pop
2023-05-14,"mastaaru mastaaru (from ""sir"")",shweta mohan,India,90,242174468,8502992,Punjabi
2023-05-14,cupid,fifty fifty,India,191,899403525,33639223,Indian
2023-05-14,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,138,629670284,28719329,Punjabi
2023-05-14,perfume lagawe chunni mein,lovekush dungri,India,163,230953459,8895829,Punjabi
2023-05-14,calm down,rema & selena gomez,India,146,248798620,12182928,Indie
2023-05-14,nacha ye balamua khesari style me,monu albela & shilpi raj,India,97,12152681800,414255157,Classical
2023-05-14,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,108,12994198000,582639108,Classical
2023-05-14,"jhoome jo pathaan (from ""pathaan"")","arijit singh, sukriti kakar, vishal & sheykhar",India,25,1736335907,54672755,Indie
2023-05-14,"pala palaa minnerunne (from ""dasara"")",aparna harikumar & santosh hariharan,India,151,292934562,11859957,Punjabi
2023-05-07,shree hanuman chalisa,hariharan,India,32,1972328076,60112090,Punjabi
2023-05-07,maan meri jaan,king,India,1,3618844594,260695473,Hip-Hop
2023-05-07,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,135,378856627,17394370,Classical
2023-05-07,malang sajna,sachet tandon & parampara tando,India,157,731372906,35591192,Punjabi
2023-05-07,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,16,362412682,12052837,Indian
2023-05-07,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,191,800458747,33162818,Indie
2023-05-07,dhani ho sab dhan,pawan singh & shivani singh,India,66,380472919,14685462,Indian
2023-05-07,kahani suno 2.0,kaifi khalil,India,66,671624681,33186683,Indian
2023-05-07,thaa,varinder brar,India,45,159258429,4812762,Indie
2023-05-07,"tum tum (from ""enemy - tamil"")","sri vardhini , aditi, satya yamini, roshini & tejaswini",India,181,53188221,2320033,Classical
2023-05-07,"mastaaru mastaaru (from ""sir"")",shweta mohan,India,160,330596277,14016467,Classical
2023-05-07,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,13,10720980207,322206319,Indian
2023-05-07,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,150,16424529540,791479233,Punjabi
2023-05-07,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,119,873074966,36501952,Indian
2023-05-07,calm down,rema & selena gomez,India,120,612217213,25451695,Classical
2023-05-07,perfume lagawe chunni mein,lovekush dungri,India,119,47533404,1498895,Indian
2023-05-07,nacha ye balamua khesari style me,monu albela & shilpi raj,India,113,969685784,38466139,Indie
2023-05-07,miyave miyave,madu mithra,India,2,785320844,72799534,EDM
2023-05-07,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,94,803280026,35136728,Indian
2023-05-07,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,53,117862508,5829182,Indian
2023-05-07,cupid,fifty fifty,India,38,1289218984,56775088,Punjabi
2023-05-07,"chamkeela angeelesi (from ""dasara"")",ram miriyaladhee & dhee,India,127,190771265,7772624,Indie
2023-05-07,kali kali zulfon ke,mdhur sharma,India,115,766131492,32199021,Indie
2023-05-07,hari hari odhani,pawan singh & anupama yadav,India,46,1965313855,59140988,Classical
2023-05-07,"jhoome jo pathaan (from ""pathaan"")","arijit singh, sukriti kakar, vishal & sheykhar",India,132,904056297,39921207,Indie
2023-04-30,shree hanuman chalisa,hariharan,India,158,848992108,37945802,Punjabi
2023-04-30,maan meri jaan,king,India,197,9961644140,308316579,Punjabi
2023-04-30,"o bedardeya (from ""tu jhoothi makkaar"")",arijit singh,India,98,19778300,781141,Punjabi
2023-04-30,"ranjithame (from ""varisu"")",thalapathy vijay & m m manasi,India,187,942978550,46643186,Classical
2023-04-30,malang sajna,sachet tandon & parampara tando,India,170,264352046,12044132,Classical
2023-04-30,"kesariya (from ""brahmastra: part one: shiva"")",arijit singh,India,60,255304028,10250250,Indian
2023-04-30,"apna bana le (from ""bhediya"")",arijit singh & sachin-jigar,India,175,898642819,34026869,Classical
2023-04-30,"chamkeela angeelesi (from ""dasara"")",ram miriyaladhee & dhee,India,46,1518822507,75530409,Classical
2023-04-30,thaa,varinder brar,India,29,3859329932,140312441,Classical
2023-04-30,kahani suno 2.0,kaifi khalil,India,8,5724405183,499544319,Pop
2023-04-30,"tum tum (from ""enemy - tamil"")","sri vardhini , aditi, satya yamini, roshini & tejaswini",India,53,8729951,408951,Punjabi
2023-04-30,"mastaaru mastaaru (from ""sir"")",shweta mohan,India,169,120882195,4801452,Punjabi
2023-04-30,dhani ho sab dhan,pawan singh & shivani singh,India,82,368156343,11773244,Punjabi
2023-04-30,"pyaar hota kayi baar hai (from ""tu jhoothi main makkaar"")",arijit singh rap performed by charan,India,50,851737870,37480839,Indian
2023-04-30,kali kali zulfon ke,mdhur sharma,India,165,504654251,19723668,Punjabi
2023-04-30,calm down,rema & selena gomez,India,9,1635129002,116836189,Pop
2023-04-30,rubicon drill,laddi chahal - parmish verma - gurlej akhtar,India,180,209448196,8785068,Classical
2023-04-30,nacha ye balamua khesari style me,monu albela & shilpi raj,India,63,442029902,17937597,Punjabi
2023-04-30,"tere pyaar mein (from ""tu jhoothi main makkaar"")",arijit singh & nikhita gandhi,India,180,539373510,23450776,Indian
2023-04-30,"naiyo lagda (from ""kisi ka bhai kisi ki jaan"")",kamaal khan & palak muchhal,India,29,1244829423,57785377,Indian
2023-04-30,perfume lagawe chunni mein,lovekush dungri,India,137,638770586,21735004,Indian
2023-04-30,eid mubarak,aayat arif,India,129,587353653,19202437,Indie
2023-04-30,"raataan lambiyan (from ""shershaah"")",jubin nautiyal & asees kaur,India,28,1536105362,65095511,Indian
